RowId,Id,Title,User_id,review_helpfulness,review_score,review_time,review_summary,review_text,description,authors,publisher,publishedDate,categories,ratingsCount
31,0847822982,Portraits of the Presidents: The National Portrait Gallery,A3UYWQ5AHHQHGC,01-Apr,3,1109116800,weak,"I had very high expectations for this book. Never having been to the national portrait gallery I wasn't sure what to expect but I thought it would be the pinnacle of portraiture. I was completely dissapointed to see the poor quality of work by well known and unknown artists alike.There are of course exceptions but they are few and far between. I gave it 3 stars because the text is excellent, it's well laid out and very fun to read.","A striking collection of presidential portraits from the National Portrait Gallery, this volume encapsulates the spirit of the most powerful office in the world. America's Presidents showcases the nation's largest collection of portraits of all the presidents beyond the White House's own, capturing the permanent exhibition that lies at the heart of the Portrait Gallery's mission to tell the American story through the individuals who have shaped it. The book explores presidential imagery through portraits ranging from the traditional, such as the iconic and newly restored ""Lansdowne"" portrait of George Washington by Gilbert Stuart, to the contemporary, such as Elaine de Kooning's colorful depiction of John F. Kennedy. Many of the featured portraits reveal much about the sitter, such as the intimate rendering of an informal George W. Bush by Robert Anderson and the fanciful, mosaic-like Chuck Close image of Bill Clinton. Some tell us more about the artist, such as the likeness of Franklin Delano Roosevelt that Douglas Chandor planned to include in a larger work about peace that would commemorate Roosevelt's Yalta meeting with wartime Allied leaders Winston Churchill and Joseph Stalin. Works in other media, including sculptures and daguerreotypes, round out the presidential collection. Lively narratives accompany each piece, exploring the president's background and biography as well as the work's artistic and historical significance. Taken together, the portraits are a powerful visual exploration of the history of the highest office in the land and the diverse men who have held it.",['National Portrait Gallery'],Smithsonian Institution,13-02-2018,['Biography & Autobiography'],2
32,157067051X,Voices from the Farm: Adventures in Community Living,A3W1KIKQ93S62,21/21,5,1097107200,Excellent perspective on communal living and human nature,"Ironically, I grew up in a small town close to The Farm, but never knew much about it. A friend asked me about it, and when forced to confront my ignorance on the subject I purchased the book to correct that shortcoming. Little did I know how much I was about to be entertained!Voices from The Farm is written--as a book on the communal living experience should be--by a number of the folks who participated. It is a collection of stories that together summarize the experience of the members, and the life-cycle of the community.The Farm and its various off-shoots accomplished some great humanitarian feats in the face of the suspicion and prejudice of its neighbors. Winning over those neighbors provides some of the most entertaining tales in the book. However, the biggest obstacles seem--as with human society in general--to be rooted in the human nature of the members of The Farm community.This book is a great, entertaining collection of stories that together tell the tale of a marvelous exercise in social science and community economics. Excellent work by the editors in preserving, selecting, and arranging the individual contributions to tell the story of The Farm.","Twenty-five years ago, at the height of the counter-culture movement, several hundred hippies drove their school buses into southern Tennessee and founded America's largest, modern-day intentional community, The Farm. In its heyday, the community was home to over 1,200 optimistic young people and the young-at-heart. Their purpose for coming together was to experiment with alternative lifestyles that could help raise the standard of living for impoverished people around the world while conserving the planet's resources. The results of these experiments were not always predictable, but were always interesting, and created lasting bonds among community members that are still strong today. The Farm remains a vibrant, working environment for change. Why has it lasted so long? Discover the answers as members past and present recount some of their more memorable experiences.",['Rupert Fike'],Book Publishing Company,21-08-2012,['Biography & Autobiography'],1
33,1562650076,"Little One, Maid of Israel",A2B3X891TTT91M,07-Jul,5,1107820800,A Good Look at the Culture of Assyrians and Israelites,"I was introduced to this book when I was a teenager. I loved it then, and was pleasantly surprised to see it still available. Reading it again to my own children, it was better than I remembered, and loved by all of them, from ages 6 to 14. Although at times the heroine is presented as almost too good to be true, the plot of the book is exciting, and left my children asking me to read one more chapter. The setting of the book provides a great amount of historical detail, leaving the reader with an excellent understanding of the Israelites' constant fear of raiding and invasion by the Assyrians, and a good grasp of daily life in Assyria. The book takes a few unexpected twists and turns, and has enough unanswered questions throughout to keep readers of all ages interested. All in all, a very good choice to help understand this time period.",,['E. B. Harvey'],,01-01-1976,"['Bible stories, English']",2
34,0887402216,The Battleship Bismarck,A30IUAABSEHEPI,09-Sep,3,1055980800,The Battleship Bismarck reviewed,"This book is both a history and a photo album of the famous German battleship, and the photos are particularly useful in showing both the construction stages of the ship and for the many interior shots. That said, this book has a couple of problems. One is its age; it was originally published in 1975, and the authors appear not to have taken advantage of the information that appears in Ludovic Kennedy's ""Pursuit,"" published the previous year. As a result, there are statements in this book, particularly concerning the Bismarck's chronology, that have been disproved by more recent discoveries. The other big problem is the translation, which appears to have been done very literally by someone with little knowledge of naval nomenclature. Thus, ""Seekriegsleitung"" gets translated as ""sea-war-leadership,"" which may be a literal translation, but ignores the more generic term ""naval operations,"" which is what this really means. This problem becomes particularly aggravating in trying to follow the time-line of events surrounding the destruction of the Hood and the Bismarck, which, as translated, make almost no sense. The diagrams, which are in German and are not translated, seem fairly accurate, although during the destruction of the Bismarck they appear to show the King George V firing torpedos at the Bismarck, when in fact the King George V had no torpedo tubes. It's also puzzling that the translator, according to the note at the end of the book, was unaware until 1989, with the publication of Robert Ballard's book on the discovery of the Bismarck, of the number of German sailors rescued after the sinking of the Bismarck. Even here, his figures are wrong--he states that 115 men were rescued by the British. In fact, British warships rescued 111 men (one later died and was buried at sea) while a German submarine and a German weather ship rescued the other five. A marginally useful book, although much of its information has been supersceded by more recent discoveries and research.","The Bismarck is perhaps the most famous – and notorious – warship ever built. Completed in 1941, the 45,000-ton German battleship sank HMS Hood, the pride of the British Navy, during one of the most sensational encounters in naval history. Following the sinking, Bismarck was chased around the North Atlantic by many units of the Royal Navy. She was finally dispatched with gunfire and torpedoes on 27 May, less than five months after her completion. Her wreck still lies where she sank, 4,800m down and 960km off the west coast of France. Drawing on new research and technology, this edition is the most comprehensive examination of Bismarck ever published. It includes a complete set of detailed line drawings with fully descriptive keys and full-colour 3D artwork, supported by technical details, photographs and text on the building of the ship and a record of the ship's service history.",['Stefan Draminski'],Bloomsbury Publishing,20-09-2018,['History'],1
35,B0007DVHU2,Treat yourself to life,A1RJD10TTI568L,36/37,5,973987200,CLEAR AND INSPIRING EXPLANATION OF SPIRITUAL TREATMENT,"Dr Baker explains clearly and engagingly how one can improve one's life by changing your subconscious pattern through the spiritual technique called treatment. The essence of treatment is this: When the conscious mind of the individual deliberately selects a creative idea and delivers that idea to the subconscious, the subconscious mind acts as a law and proceeds to produce the equivalent of that idea in the individual's experience. The subconscious mind is the producer of one's experience, while the conscious mind is the decider of experience. Both phases of mind are spiritual processes working together - they are the God process in the individual. This wonderful work provides a spiritual technique for richer living. Chapters deal with, inter alia, Happiness, Wealth, Love, Success and Freedom, and includes helpful affirmations and prayers. On a par with the work of Joseph Murphy, Catherine ponder and Florence Scovel-Shinn, this book should be read repeatedly to provide the maximum benefit.",,['Raymond Charles Barker'],,1954,['New Thought'],2
36,B0006WHSNE,Mini-mysteries,A2ZO0WE12GATPW,0/0,5,1194048000,One of my favorite books.,I bought this book when I was a kid. I've lost track of how many times I've read it. It's one of my all time favorite books. I wish there were more books like this.,,,Remedia Publications,,,1
37,0754803325,"The Complete Book of Papercrafts: A Truly ComprehensiveCollection of Papercrafts Ideas, Designs and Techniques, with Over 300 Projects",A15FZ94Z52LNV0,04-May,5,999561600,Great Projects! Even for a rainy day!,A great resource for paper type crafts. From paper mache to origami this book gives you projects you can follow right from the book or inspirations for your own creations. Clear instructions and excellent step by step photos. Tried some of the projects myself with success and had fun with the kids doing it. Great for a sunny day when you want to do something different or are stuck inside on a rainy day.,"Paper is the ideal medium to experiment with because of its versatility and availability. This craftbook explores and explains all the principal papercraft techniques including papier mache, decoupage and origami.'","['Lorenz Books', 'Margaret Malone', 'Paul Jackson']",Lorenz Books,2000-01,['Crafts & Hobbies'],2
38,0373271816,By Honor Bound (The Lassiter Law) (Silhouette Intimate Moments),A1TCDS9S2NIVPB,06-Jun,4,1007510400,Highly recommended,"Security specialist Micah Lassiter finds himself in an ethical quandary when wealthy businessman Alan Street hires him to protect his daughter, and Micah quickly finds his heart becoming involved. Allen owns one of the most successful software companies in the world, which now has made him the target of threats. The man sending threatening letters is obviously brilliant, unbalanced and dangerous. Concerned for his daughter, Alan wants someone to keep an eye on Prudence night and day to ensure her safety. But Micah must protect Prudence without her knowledge. She has struggled hard to establish her independence from her father and won't welcome his intrusion now, however well meaning.Micah moves into the apartment across the hall from Prudence, using his proximity to arrange quiet dinners and intimate moments. By necessity, Prudence believes he's courting her, and is confused by his mixed signal when he kisses her on one day and then emotionally distances himself the next. Micah is equally confused by his reactions, knowing that emotional involvement can endanger her safety. Prudence becomes the cause of some real soul searching, as their relationship takes a path he didn't expect. As danger escalates, Micah finds not just her life in danger, but his heart. Further, she won't be tolerant when she finds out her father hired him.Ruth Langan deftly combines danger and romance in BY HONOR BOUND. Langan has a gift for creating wonderful characters. The direct confrontation of the ethical issues provides striking characterizations with believable dilemmas. Her secondary characters likewise sparkle, from the Lassiter family to the meddlesome sisters that live in the same apartment building as Alan and Prudence. Unexpectedly delightful, BY HONOR BOUND comes highly recommended.","A comprehensive guide that defines the literature and the outlines the best-selling genre of all time: romance fiction. • A core collection list in chronological order • An exhaustive bibliographic listing of romance titles • Research materials and a brief history of the genre • Indexes organized by author, title, and subject",['Kristin Ramsdell'],ABC-CLIO,02-03-2012,['Language Arts & Disciplines'],2
39,0921338511,Usa Laminated Map,A1GEFAQA4QRJJN,03-Mar,5,1048636800,Map your Imagination,"It's pretty cool looking at one of these maps that started out as satellite photos and then were filled in with cartographic caricatures (with prime features exaggerated out of scale). You are musing ""wow, I didn't know that was out there,"" and pretty soon you're in the car heading out to see something that no one you know ever heard of. I found something on this map out in the vastness of Kansas called the Chalk Hills, looked it up, it's all on private land but apparently the owners don't mind, there are no fences visible and no other tourists, and there are these natural wonders for you to grok at.http://www.kansasphototour.com/chalk.htmhttp://www.kansasphototour.com/castle.htmhttp://www.ourks.com/chalkpyramids.htmlI have one of these in my own backyard, the Sutter Butteshttp://www.middlemountain.org/picture.htmin the upper part of the Central Valley of California.It is normally invisible in Sacramento because of either smog or agricultural dust. I had never seen it, one day it rained and I saw this magic mountain rising out of the plain. I went to bed, had a dream about it, got up out of my sleep and had to drive there. (Unfortunately, the locals glare at you because of all the bad tourists, and this one is fenced, with some places with weird manhole covers and red-&-white striped antennas sticking up out of the ground.)","The United States ""Explorer"" map is a classic example of the cartographic excellence National Geographic is known for. This colorful political map clearly shows state boundaries, capitals, major highways, rivers, lakes, and many major cities. Insets show detail of Alaska and Hawaii. The color palette is vibrant and stunning shaded relief provides additional texture and detail. The map is encapsulated in heavy-duty 1.6 mil laminate which makes the paper much more durable and resistant to the swelling and shrinking caused by changes in humidity. Laminated maps can be framed without the need for glass, so the fames can be much lighter and less expensive. ""Map Scale = 1:6,396,000Sheet Size = 32"" x 20.25""""",['National Geographic Maps'],,13-10-2015,['Reference'],2
40,0806525428,The New Conspiracy Reader: From Planet X to the War on Terrorism-What You Really Don't Know,AR3VTNXYLZRYI,03-Apr,4,1209340800,Smartly done,"Due to the time-lag up to the present (5-9 years after the original publication) it needs to be pointed out that some of the essays may have lost shreds from their novelty; while others, like Al Hidell's charting out the EuroAtlantic grand chessplayers' ulterior geostrategical motives (among them g.o.d.= guns, oil/pipelines, drugs) leading up to the violent breakup of Yugoslavia and to the birth of their latest stepchild, say, in the form of Kosovo, are timelier than ever. Just as Israeli connections (far from being the whole picture) to the 9-11 inside job (& the rest), in another offering from the same author/co-editor, cannot be repeated often enough either.Aside from the articles already referred to in the above editorial review, further titles are as follows:Joan d'Arc: Giordano Bruno: 16th-century ufologist?; The Aviary and the Eschaton: an interview with 'Chicken Little'; Marcel Vogel and the secret of the fifth force; w. Frank Berube: Declaring war on the human spirit: the media spectacle vs. the collective psyche. (Sidebar: Worthwhile to note at this juncture that the historical personage Jeanne d'Arc, whose name the contributing author/co-editor borrowed as her nom de guerre, may not have been burnt alive but lived to the age of 57 as Margarita d'Champdiver, daughter of king Charles VI and his mistress Odetta d'Champdiver. See in David McGowan's ""Programmed to Kill. The Politics of Serial Murder"" (2004, p. 344 fn. 50) citing a Pravda report dated 01/27/2004.)Frank Berube: The Third Reich of Dreams: Charlotte Beradt's ""Diaries of the Night"". Scott Corrales: Unusual ufo cults examined; Chupacabras: a study in darkness; Conspiracy theories in history. Andy Lloyd: Sol B: the messianic star?; Occult symbolism of Nibiru, the planet of the cross(x)ing. Alan Cantwell Jr.: Blaming gays, blacks, and chimps for AIDS; Anthrax bioterrorism and the insanity of biological warfare. Kathy Kasten: Cruisin' with the spooks: aboard the maiden voyage of a different kind of spy ship. Alexandra Bruce: Reptoid invasion. Jorge Martin: Ufos and aliens in the Caribbean: what is the US Navy hiding in Vieques, Puerto Rico?. Acharya S.: Jesus the Globetrotter: the myth of the mysterious 'lost years'. William Patrick Bourne: The Chinese 'guest star' of 1054 A.D. and Earth catastrophism. Brian Tuohy: The NFL: professional fantasy football?. Steven Ferry: Psychiatry and psychology: reexamining a sacred cow; Robert Guffey: Heaven's Gate, Columbine, the Unabomber, and other atrocities; etc.These concise yet incisive and highly readable papers are arranged under the rubrics 'hidden history', 'ufos and supernatural phenomena', 'psychological warfare', 'cults and secret societies', 'planet x' (personally we find this subject the least interesting), 'biological and chemical warfare', 'the big picture' (Big Brother's control grid), 'secret and suppressed science', 'mind control/thought control'. Contrary to the product description the present compilation counts not 368 but 438 pages, with detailed index enclosed.","This book examines a wide array of phenomena that arguably constitute the most noxious, extreme, terrifying, murderous, secretive, authoritarian, and/or anti-democratic aspects of national and international politics. Scholars should not ignore these ""dark sides"" of politics, however unpleasant they may be, since they influence the world in a multitude of harmful ways. The first volume in this two-volume collection focuses on the history of underground neo-fascist networks in the post-World War II era; neo-fascist paramilitary and terrorist groups operating in Europe and Latin America in the 1960s and 1970s; and the manipulation of those and other terrorist organizations by the security forces of various states, both authoritarian and democratic. A range of global case studies are included, all of which focus on the lesser known activities of certain secular extremist milieus. This collection should prove to be essential reading for students and researchers interested in understanding seemingly arcane but nonetheless important dimensions of recent historical and contemporary politics.",['Jeffrey M. Bale'],Routledge,04-09-2017,['Political Science'],2
41,0791054608,Guide to Owning a Birman Cat (Popular Cat Library),A2E3F04ZK7FG66,06-Jun,5,1167609600,Great advice on caring for your Birman,"I bought this to help understand care issues specific to the Birman breed, and it really helped. The section on exhibition was interesting, but not really relevant to my needs. It was great to have sections on feeding, grooming, temperament, and health that were tailored specifically to the Birman, since this breed of cat is very unique. It goes into detail on health issues of the Birman such as the breed's propensity for kidney disease and the importance of annual blood work. The book also talks about the gentle nature of this cat and how it needs the companionship of humans much more than other breeds and how easily a Birman can get its feelings hurt and even pout. Grooming tips are given on how to take care of the thick yet fine coat of the Birman. I've found it to be the best book on cat care out there for the Birman and I highly recommend it.","A guide to the history, feeding, grooming, exhibition, temperament, health, and breeding of Birman cats.",['Karen Cummings'],Chelsea House Pub,1999-01,['Juvenile Nonfiction'],2
42,076192177X,The Handbook of Community Practice,A2T39WC4SVQ3NQ,0/2,4,1254009600,textbook,Book shipped quickly and was in excellent condition as stated. Easy transaction would buy again,"Encompassing community development, organizing, planning, & social change, as well as globalisation, this book is grounded in participatory & empowerment practice. The 36 chapters assess practice, theory & research methods.","['Marie Weil', 'Michael S. Reisch', 'Mary L. Ohmer']",SAGE,2013,['Social Science'],2
43,006000486X,Tess and the Highlander,A2VCGJLKGK2WJJ,17/18,5,1035244800,My new favorite book from the Avon True Romance series.,"Tess was washed ashore on the Isle of May during a terrible storm eleven years ago, presumed to be the only survivor of a shipwreck. Just six years old at the time, Tess had buried horrible memories deep within her, and remembered little of what brought her to the island. An elderly couple living on the island raised her and taught her to be self-sufficient. But now they are dead, and Tess is all alone on the island. She longs for human companionship but has learned to fear the world beyond the Isle of May. When a young Highlander washes ashore in a storm, Tess feels compelled to save him. At twenty years of age, Colin Macpherson is the youngest son of a Highland laird. He's been restlessly roaming the seas, but when he washes up on Tess's island, everything changes. As Colin helps Tess remember her past, he finds himself drawn to her as he's never been drawn to a woman before. And Tess is discovering strong feelings for him as well, feelings that may very well be love. But when they return to the mainland in search of Tess's heritage, will they be able to stay together, or will they be torn apart?Set in Scotland in 1543, this is my new favorite book in the Avon True Romance series. The love story between Tess and Colin was so romantic and incredibly sweet, and I LOVED the setting. If you are a fan of the Avon True Romance series, or like historical romances for teens, this book is a must-read.","In 1543, on a windswept isle off of Scotland, seventeen-year-old Tess finds a young man half alive in a tidal pool while a great storm rages around them, but little does Tess know that this stranger holds the key to her mysterious past and to her heart. Original.",['May Mcgoldrick'],Harper Collins,2002-11,['Juvenile Fiction'],2
44,0781810698,Beginner's Yoruba (Hippocrene Beginner's Series),A1F0EV2MBF208I,14/14,4,1156291200,Very authentic,"This is my first encounter with Yoruba and I have to say that CDs are really helping. However, the book is very short and not particular about certain aspects and details of grammar and other nuances - for someone who NEVER spoke Yoruba and doesn't have anybody to ask for a clue, it leaves a lot of questions unanswered - for this, however, there are hopefully other Yoruba textbooks.On the brighter note, I would like to add that the book does a very good job in giving a little insight on Yoruba people and Yoruba culture in general. I would recommend it as a good start book for anyone who wants to learn Yoruba - you can't go wrong with it.","""Beginner's Yoruba"" is now available with two accompanying audio CDs. It provides an introduction to the Yoruba language, which is spoken by over 30 million people in south-western Nigeria, parts of the Benin Republic, and Togo, as well as in the diaspora populations of Brazil, Cuba, and Haiti. The 15 lessons are designed for both classroom use and self-study. Practice dialogues, combined with grammatical explanations, aid the student in understanding the basics of the language. Each lesson also contains a vocabulary section that highlights the important aspects of its featured topic. The audio CDs, which complement the lessons, help the student easily master the language's unique tones and vowel sounds, often considered the most difficult aspect of the language to learn. Quizzes and practice exercises are integrated into the lessons to help reinforce the material. The book also includes information on various aspects of Yoruba culture, including religion, songs, and folklore.",['Kayode J. Fakinlede'],Hippocrene Books,2005,['Foreign Language Study'],1
45,0471192627,"A Dose of Sanity: Mind, Medicine, and Misdiagnosis",A1E8JE7ZU91ZS5,20/20,4,935971200,Much more sensible than most books critical of the field.,"This is not the first book I've read that is critical of psychiatry. But compared to Caplan, Breggin, and Szasz, this is the most sensible critique I've seen. Usually, in the anti-psychiatry literature one finds inexcusible nonsequiturs. For example: ""Psychiatrists often don't realize that the medication is causing the disorder (good point). Therefore, biological psychatry is unsound (bad point)."" Or ""Psychiatric illnesses are voted on by committee (good point), therefore there is no such thing as mental illness (bad point)."" Walker avoids making such obvious nonsequiturs. Far from being against biological psychiatry, Walker argues that current psychiatry is not biological enough. It appeals to highly hypothetical conditions (such as neurotransmitter disorders) while ignoring known conditions (such as pin worms or hypothyroidism). Some might think that this is all that Walker is saying, but his general point seems to be that since psychiatrists are taught to run through symptoms lists instead of being medical detectives, there a lot of unknown conditions which they are failing to discover.","""Bravo to Dr. Sydney Walker. He has written a masterful book for current and prospective mental health consumers. Before filling a prescription for Prozac or Ritalin, make sure you get A Dose of Sanity.""--Charles B. Inlander President, People's Medical Society Has your child been labeled hyperactive? Has your parent been diagnosed with senile dementia? Did your doctor prescribe Prozac for your so-called depression? If you answered ""yes"" to any of these questions, you need A Dose of Sanity. Each year, hundreds of thousands of Americans who are actually suffering from common medical conditions such as hyperthyroidism, Lyme disease, and even poor nutrition are misdiagnosed with psychiatric disorders. Studies show that the rate of misdiagnosis is more than 4 in 10. In this powerful book, practicing psychiatrist Dr. Sydney Walker explains why psychiatric misdiagnosis is so common. More importantly, he helps you and those you love avoid the misdiagnosis trap. Dr. Walker's unique 24-Hour-Day Profile lets you track physical and emotional changes over the course of a day to give your physician valuable clues to what your symptoms really mean.",['Sydney Walker'],Wiley,16-10-1997,['Medical'],2
46,0312322291,King James: Believe the Hype---The LeBron James Story,A23PU45T292ID,02-Mar,4,1144713600,Lebron James,"King James: Believe the Hype, The LeBron James Story by Ryan Jones was a great bookto read it tells you about LeBron James early life and about his high school games andwhen he goes into the NBA . He was born in Akron, Ohio on December 30, 1984.He was mostly raised by his mother, LeBron went to school at St. Vincent-St. MaryHigh School . He was the starting point guard . James averaged 18.2 points and 6rebounds per game.Lebron James was also a star football player in addition tobasketball, LeBron was also First-Team All-Stateas a wide receiver for his high schoolteam. But, he didn't want to get hurt so he quit football and concentrated on playingBasketball . In his junior year, he appeared on the cover of SLAM Magazine whichshow everybody in the world who he was.In the NBA LeBron join the ClevelandCavaliers they made many changes to there lineup , adding Larry Hughes ,Damon Jones and Donyell Marshall and many more . Now LeBrons James is Standing at6 feet,8 inches and is 21 years old. That some information about what the book tells youabout. This was a great book and if you love basketball you should get this book.","LeBron James is a six-foot-eight gift from the basketball heavens. For the past three years he was the undisputed finest high school player in America. He was the one NBA scouts drooled over, corporations dreamt of, event promoters begged for, and now NBA fans clamor after. With appearances on the cover of Sports Illustrated and features on ESPN and in newspapers across the country, never before has a high school basketball player been so highly touted or an eighteen-year-old athlete been the subject of such fascination. In fact, no basketball player in the world has had this level of attention this year. Love him or hate him, there is no denying that LeBron James is a force on the basketball court, and his rags-to riches story is the stuff that dreams are made of. Now, for the first time, author Ryan Jones has written a book that incorporates everything that is King James: the controversy, the athletic potential, the jerseys and the Humvee, the hobnobbing with the world's most famous stars, the money, and, of course, the game. This is a book for every fan of LeBron James and for anybody interested in reading about an NBA basketball career in the making.",['Ryan Jones'],St. Martin's Griffin,10-10-2003,['Sports & Recreation'],1
47,9687968478,Cien Aos de BOXEO (One Hundred Years of Box),A3EI9DJOLMOJRA,05-May,5,1051401600,ME FASCINA LEER LA VIDA PROFESIONAL,"Y TAMBIEN LA VIDA INTIMA DE LOS TRIUNFADORES...Por eso me fascin&oacute; este libro que me regal&oacute; mi esposa !Y seguro a mis cuantes tambien..porque alguno de ellos me &quot;incaut&oacute; &quot; el libro !YA DEVUELVELO, BRO!",,,,1864,,2
48,B0006DWYDW,Building the timber frame house: The revival of a forgotten craft,A2DTCHKN3A2QM4,01-Jan,4,1255219200,Solid reference material for someone planning a build,I have somewhere over a dozen titles on timber frame construction. This is the one I keep referring back to when it comes to my own construction plans. It is not written as a commercial for the next timber frame workshop as many of these books are. It shows several different building and roof styles rather than a single one. Good detail on joints and joinery as well as planning figures are included. All in all this book is excellent reference material for someone actually wishing to build.,"For centuries, post-and-beam construction has proved to be one of the most durable building techniques. It is being enthusiastically revived today not only for its sturdiness but because it can be easily insulated, it is attractive, and it offers the builder the unique satisfaction of working with timbers. Building the Timber Frame House is the most comprehensive manual available on the technique. In it you will find a short history, of timber framing and a fully illustrated discussion of the different kinds of joinery, assembly of timbers, and raising of the frame. There are also detailed sections on present-day design and materials, house plans, site development, foundation laying, insulation, tools, and methods.",['Tedd Benson'],Simon and Schuster,01-09-1981,['Architecture'],1
49,B0006CAP48,"The Jaquith family in America,",A1CPTCRB40EO73,01-Jan,4,1199318400,Jaquith History,"Amazing to learn that every Jaquith that you have ever met has descended from a single ancestor (Abraham Jaquith) who emigrated to the US in the 1600's as a Huggenot. Numerous Jaquith ancestors were patriots who fought and died for this country from the King Philip's War on. The only reason I did not give this family biography a 5 star rating is because some of the historical data in the living members of the Jaquith family is not correct. The older the records, the more correct the data is.",,"['George Oakes Jaquith', 'Georgetta Jaquith Walker']",,1982,,2
50,037316677X,"Eight Men And A Lady (Elizabeth Sinclair, Harlequin American Romance, No. 677)",A1BU2T3GNL7AU6,02-Feb,5,958262400,LOVED IT!,"Modern day Snow White (who also happens to be a lottory winner) finds herself in a cabin -- that's later inhabited by eight men (the elves) who were out fishing when she arrived. There is one particular elf that makes snow white's toes curl...This book will make you smile, laugh and touch your heart!","Eight Men And A Lady by Elizabeth Sinclair released on Mar 25, 1997 is available now for purchase.",['Elizabeth Sinclair'],Harlequin Treasury-Harlequin American Romance 90s,1997,['Fiction'],2
51,1861081162,Pyrography Designs,A2H0T0PY5IMEFX,28/29,4,956275200,Good Overview of Subject,"The book offers a good overview of the subject of woodburning. The types of tools needed are discussed; however, it was short on explanation here. The author should have spent more time examining the different types of tools and the qualities of each type. The book discusses the best types of wood for pyrographic efforts and this was useful. The book has a wide variety of designs from birds to seashore items. All are well drawn. The disigns are complex, and they are printed in the book very lightly. The problem in reproducing them comes from the lightness of the picture and the complex design. They do not reproduce as well as disigns I have found in other books.Overall I found the book informative and the designs excellent.","This book offers 30 North American wildlife illustrations and 10 border designs to use in woodburning projects. Large ready-to-use designs are provided in both line and tonal patterns. The author includes tips on transferring patterns, plus advice on segmenting and manipulating the images to create your own custom designs.",['Sue Walters'],Fox Chapel Publishing Company Incorporated,01-02-2014,['Art'],2
52,B0007DQIIS,"The ancient constitution and the feudal law,: A study of English historical thought in the seventeenth century",A2UIXU97JYCPZG,06-Jun,4,1259193600,Interesting,"An interesting early book by the great historian of ideas JGA Pocock. This book focuses on what Pocock calls the history of historiography in 17th century England. Pocock is concerned mainly with reconstructing how 17th century intellectuals thought about their past. This apparently recondite topic turns to have a number of interesting dimensions. Pocock begins with a surprising and interesting fact, that something prefiguring historical analysis emerged from the study of legal traditions. This occurred first in 16th century France, where the emerging methods of humanist textual criticism were applied to legal traditions. The existence of different legal traditions in France led several scholars to discover the dynamic quality of legal history, the discovery of feudalism, and reconstruction of legal history in the context of a form of social history. In England, where the common law tradition had no competitors, the evolution of knowledge followed a different course. The common lawyers, epitomized by the great Edward Coke, projected the common law and contemporary English political institutions back into an immemorial past as a permanent feature of English life. This treatment of English legal history was entangled in efforts to resist James I assertions of royal power.Subsequent scholars, notably the great antiquarian Henry Spelman, partly inspired by French scholars, subsequently discovered the changing nature of English law, discovered feudal law, and made inferences from legal history to imaginative and insightful reconstructions of medieval English society. Pocock evinces particular symppathy for Spelman's efforts to elucidate non-anachronistic understandings of key terms and concepts, an activity very similar to Pocock's own scholarly goals. Pocock traces the influence of Spelman's discoveries on subsequent scholars and how these reconstructions of English history were entangled in 17th century politics. This book concludes with a nice chaper on the treatment of English history following the Glorious Revolution, describing the emergence of the Whig version of English history and looking forward to the work of important 18th century historians like Robertson and Hume.Like of all of Pocock's work, this book is characterized by close analysis of the texts, Pocock's impressive erudition, and clear writing.",Pocock explores the relationship between the study of law and the historical outlook of seventeenth-century Englishmen.,['J. G. A. Pocock'],Cambridge University Press,24-04-1987,['History'],2
53,3526448353,Anna Karenina. (Lernmaterialien),A1Z54XL1HPQ4QM,Apr-19,1,1096848000,Long and boring,"I've read this book with much expectation, it was very boring all through out the book","De 16-jarige vrienden Red (ik-figuur), Leo, Rose en Naomi vormen samen een succesvolle band. Maar dan wordt Naomi bewusteloos uit de Theems gevist. Was het een zelfmoordpoging? Vanaf ca. 15 jaar.",['Cara Delevingne'],,10-11-2017,['Fiction'],2
